Role,Username,Repo Name,Repo URL,Languages,Stargazers,Contributors,Subscribers,Pulls,Commits,Size,Followers,Following,kmeans_N,labels
Data Engineer,yanxg,agency-swarm,https://github.com/yanxg/agency-swarm,"Python, Jupyter Notebook, HTML",0,4,0,0,0,294,5,35,0,0
Data Engineer,yanxg,agentkit,https://github.com/yanxg/agentkit,"TypeScript, Python, JavaScript, Makefile, CSS, Gherkin, Dockerfile, Shell, Mako",0,4,0,0,0,35723,5,35,0,0
Data Engineer,yanxg,ai-exploits,https://github.com/yanxg/ai-exploits,"Python, Lua, HTML, Dockerfile",0,4,0,0,0,57,5,35,0,0
Data Engineer,yanxg,aicover,https://github.com/yanxg/aicover,"TypeScript, CSS, JavaScript, Makefile",0,1,0,0,0,1888,5,35,0,0
Data Engineer,yanxg,aidea,https://github.com/yanxg/aidea,"Dart, JavaScript, C++, CMake, Ruby, Swift, HTML, Go, C, Makefile, CSS, Shell, Kotlin, Objective-C",0,3,0,0,0,56216,5,35,0,0
Data Engineer,yanxg,aima-data,https://github.com/yanxg/aima-data,,0,4,1,0,0,13735,5,35,0,0
Data Engineer,yanxg,aima-java,https://github.com/yanxg/aima-java,Java,0,10,1,0,0,144291,5,35,0,0
Data Engineer,yanxg,aima-javascript,https://github.com/yanxg/aima-javascript,"JavaScript, HTML, CSS",0,10,1,0,0,572,5,35,0,0
Data Engineer,yanxg,aima-pseudocode,https://github.com/yanxg/aima-pseudocode,,0,4,1,0,0,380,5,35,0,0
Data Engineer,yanxg,aimoneyhunter,https://github.com/yanxg/aimoneyhunter,,0,4,0,0,0,55,5,35,0,0
Data Engineer,yanxg,airflow-tutorial,https://github.com/yanxg/airflow-tutorial,"Jupyter Notebook, Dockerfile, Shell",0,2,0,0,0,157,5,35,0,0
Data Engineer,yanxg,AirNet-PyTorch,https://github.com/yanxg/AirNet-PyTorch,Python,0,1,0,0,0,408,5,35,0,0
Data Engineer,yanxg,ai_saas_app,https://github.com/yanxg/ai_saas_app,"TypeScript, CSS, JavaScript",0,1,0,0,0,459,5,35,0,0
Data Engineer,yanxg,Algorithm_Interview_Notes-Chinese,https://github.com/yanxg/Algorithm_Interview_Notes-Chinese,"Python, Jupyter Notebook, C++",0,7,0,0,0,233283,5,35,0,0
Data Engineer,yanxg,AlphaCodium,https://github.com/yanxg/AlphaCodium,"Python, Dockerfile",0,5,0,0,0,569,5,35,0,0
Data Engineer,yanxg,alphageometry,https://github.com/yanxg/alphageometry,"Python, Shell",0,1,0,0,0,1229,5,35,0,0
Data Engineer,yanxg,angular,https://github.com/yanxg/angular,"TypeScript, JavaScript, HTML, Starlark, CSS, SCSS, Shell, jq, Less",0,30,0,0,0,483998,5,35,8,0
Data Engineer,yanxg,angular-cli,https://github.com/yanxg/angular-cli,"TypeScript, Starlark, JavaScript, HTML, EJS, Shell, jq, CSS, SCSS",0,30,0,0,0,156473,5,35,8,0
Data Engineer,yanxg,AnimateAnyone,https://github.com/yanxg/AnimateAnyone,,0,1,0,0,0,3048,5,35,0,0
Data Engineer,yanxg,AnimateAnyone-unofficial,https://github.com/yanxg/AnimateAnyone-unofficial,Python,0,2,0,0,0,148,5,35,0,0
Data Engineer,yanxg,ansible,https://github.com/yanxg/ansible,"Python, PowerShell, Shell, C#, Jinja, Go, Makefile, Roff, Batchfile",0,30,0,0,0,251929,5,35,8,0
Data Engineer,yanxg,ansible-for-devops,https://github.com/yanxg/ansible-for-devops,"Python, Jinja, Lua, Shell, PHP, HTML, Dockerfile, JavaScript",0,26,0,0,0,490,5,35,8,0
Data Engineer,yanxg,ant-design,https://github.com/yanxg/ant-design,"TypeScript, JavaScript, CSS, Shell, HTML",0,30,0,0,0,168489,5,35,8,0
Data Engineer,yanxg,anything-llm,https://github.com/yanxg/anything-llm,"JavaScript, CSS, Python, Dockerfile, Shell, HTML, HCL",0,20,0,0,0,32132,5,35,8,0
Data Engineer,yanxg,astro,https://github.com/yanxg/astro,"TypeScript, JavaScript, Astro, Vue, MDX, Svelte, CSS, Shell, Dockerfile, Roff, SCSS",0,30,0,0,0,163997,5,35,8,0
Data Engineer,yanxg,atopile,https://github.com/yanxg/atopile,"Python, ANTLR, Jinja",0,9,0,0,0,38981,5,35,0,0
Data Engineer,yanxg,audiocraft,https://github.com/yanxg/audiocraft,"Python, HTML, CSS, Makefile",0,29,0,0,0,1783,5,35,8,0
Data Engineer,yanxg,autogen,https://github.com/yanxg/autogen,"Jupyter Notebook, Python, MDX, JavaScript, CSS, PowerShell, Dockerfile, Shell",0,30,0,0,0,172717,5,35,8,0
Data Engineer,yanxg,Auto_Simulated_Universe,https://github.com/yanxg/Auto_Simulated_Universe,"Python, Batchfile",0,15,0,0,0,86029,5,35,8,0
Data Engineer,yanxg,awesome-ai-devtools,https://github.com/yanxg/awesome-ai-devtools,,0,11,0,0,0,49,5,35,0,0
Data Engineer,yanxg,awesome-behavioral-interviews,https://github.com/yanxg/awesome-behavioral-interviews,,0,1,0,0,0,231,5,35,0,0
Data Engineer,yanxg,awesome-command-line-apps,https://github.com/yanxg/awesome-command-line-apps,,0,12,1,0,0,137,5,35,0,0
Data Engineer,yanxg,awesome-deep-learning-papers,https://github.com/yanxg/awesome-deep-learning-papers,"TeX, Python",0,28,0,0,0,147,5,35,8,0
Data Engineer,yanxg,awesome-docker,https://github.com/yanxg/awesome-docker,,0,30,0,0,0,14504,5,35,8,0
Data Engineer,yanxg,awesome-english-ebooks,https://github.com/yanxg/awesome-english-ebooks,CSS,0,1,0,0,0,6651615,5,35,7,0
Data Engineer,yanxg,awesome-generative-ai,https://github.com/yanxg/awesome-generative-ai,,0,24,0,0,0,142,5,35,8,0
Data Engineer,yanxg,awesome-generative-ai-guide,https://github.com/yanxg/awesome-generative-ai-guide,,0,2,0,0,0,11632,5,35,0,0
Data Engineer,yanxg,Awesome-GPT-Agents,https://github.com/yanxg/Awesome-GPT-Agents,,0,22,0,0,0,185,5,35,8,0
Data Engineer,yanxg,Awesome-GPT-Store,https://github.com/yanxg/Awesome-GPT-Store,,0,30,0,0,0,143,5,35,8,0
Data Engineer,yanxg,Awesome-gptlike-shellsite,https://github.com/yanxg/Awesome-gptlike-shellsite,,0,1,0,0,0,88,5,35,0,0
Data Engineer,yanxg,awesome-gpts,https://github.com/yanxg/awesome-gpts,,0,18,0,0,0,502,5,35,8,0
Data Engineer,yanxg,awesome-investing,https://github.com/yanxg/awesome-investing,,0,12,0,0,0,108,5,35,0,0
Data Engineer,yanxg,awesome-mac,https://github.com/yanxg/awesome-mac,"JavaScript, Dockerfile",0,30,0,0,0,11942,5,35,8,0
Data Engineer,yanxg,awesome-osx-command-line,https://github.com/yanxg/awesome-osx-command-line,,0,30,2,0,0,318,5,35,8,0
Data Engineer,yanxg,awesome-papers-fewshot,https://github.com/yanxg/awesome-papers-fewshot,TeX,0,3,0,0,0,496,5,35,0,0
Data Engineer,yanxg,awesome-production-machine-learning,https://github.com/yanxg/awesome-production-machine-learning,,0,29,0,0,0,1654,5,35,8,0
Data Engineer,yanxg,awesome-public-datasets,https://github.com/yanxg/awesome-public-datasets,,0,30,0,0,0,824,5,35,8,0
Data Engineer,yanxg,awesome-python,https://github.com/yanxg/awesome-python,"Python, Makefile",0,30,0,0,0,4978,5,35,8,0
Data Engineer,yanxg,awesome-quant,https://github.com/yanxg/awesome-quant,"Python, CSS",0,30,0,0,0,1230,5,35,8,0
Data Engineer,yanxg,awesome-scalability,https://github.com/yanxg/awesome-scalability,,0,23,0,0,0,1496,5,35,8,0
Data Engineer,yanxg,awesome-selfhosted,https://github.com/yanxg/awesome-selfhosted,Makefile,0,30,0,0,0,15857,5,35,8,0
Data Engineer,yanxg,awesome-systematic-trading,https://github.com/yanxg/awesome-systematic-trading,Python,0,3,0,0,0,2072,5,35,0,0
Data Engineer,yanxg,awesome-tunneling,https://github.com/yanxg/awesome-tunneling,,0,30,0,0,0,146,5,35,8,0
Data Engineer,yanxg,AwesomeTools,https://github.com/yanxg/AwesomeTools,,0,3,0,0,0,26,5,35,0,0
Data Engineer,yanxg,aws-cli,https://github.com/yanxg/aws-cli,"Python, Shell, Batchfile",0,30,0,0,0,113430,5,35,8,0
Data Engineer,yanxg,aws-devops-zero-to-hero,https://github.com/yanxg/aws-devops-zero-to-hero,"Dockerfile, Python",0,2,0,0,0,48,5,35,0,0
Data Engineer,yanxg,azure-sdk-for-python,https://github.com/yanxg/azure-sdk-for-python,"Python, PowerShell, Jupyter Notebook, Bicep, Jinja, HTML, JavaScript, CSS, Dockerfile, Shell, Batchfile",0,30,0,0,0,645498,5,35,8,0
Data Engineer,yanxg,Azure-Sentinel,https://github.com/yanxg/Azure-Sentinel,"Jupyter Notebook, Python, PowerShell, C#, Bicep, TypeScript, Shell, Ruby, JavaScript, Roff, HCL, HTML, Liquid, Batchfile",0,30,0,0,0,6731781,5,35,7,0
Data Engineer,yanxg,Azure-zero-to-hero,https://github.com/yanxg/Azure-zero-to-hero,,0,1,0,0,0,20,5,35,0,0
Data Engineer,yanxg,babyai,https://github.com/yanxg/babyai,"Python, Dockerfile",0,15,0,0,0,73666,5,35,8,0
Data Engineer,yanxg,BabyAIPlusPlus,https://github.com/yanxg/BabyAIPlusPlus,"Python, Shell",0,3,0,0,0,459,5,35,0,0
Data Engineer,yanxg,backstage,https://github.com/yanxg/backstage,"TypeScript, JavaScript, MDX, Handlebars, CSS, Mustache, SCSS, HTML, Dockerfile, Shell, Makefile, HCL, PowerShell",0,30,0,0,0,5601937,5,35,7,0
Data Engineer,yanxg,Baichuan2,https://github.com/yanxg/Baichuan2,Python,0,5,0,0,0,4723,5,35,0,0
Data Engineer,yanxg,bark,https://github.com/yanxg/bark,"Jupyter Notebook, Python",0,16,0,0,0,2683,5,35,8,0
Data Engineer,yanxg,baselines,https://github.com/yanxg/baselines,"Python, HTML, Dockerfile",0,30,1,0,0,5210,5,35,8,0
Data Engineer,yanxg,BatteryML,https://github.com/yanxg/BatteryML,"Jupyter Notebook, Python",0,5,0,0,0,1260,5,35,0,0
Data Engineer,yanxg,BayesianOptimization,https://github.com/yanxg/BayesianOptimization,Python,0,11,2,0,0,21939,5,35,0,0
Data Engineer,yanxg,berkeley-stat-157,https://github.com/yanxg/berkeley-stat-157,"Jupyter Notebook, HTML, TeX, Makefile, Python, JavaScript, Shell",0,7,0,0,0,792609,5,35,0,0
Data Engineer,yanxg,bert,https://github.com/yanxg/bert,"Python, Jupyter Notebook",0,24,0,0,0,282,5,35,8,0
Data Engineer,yanxg,Best-websites-a-programmer-should-visit,https://github.com/yanxg/Best-websites-a-programmer-should-visit,,0,30,0,0,0,1894,5,35,8,0
Data Engineer,yanxg,biopython,https://github.com/yanxg/biopython,"Python, C, Parrot, Roff, HTML, Visual Basic 6.0, Nu, AngelScript, Gnuplot, CAP CDS, QMake, Prolog",0,30,0,0,0,66276,5,35,8,0
Data Engineer,yanxg,birl_baxter,https://github.com/yanxg/birl_baxter,"C++, Python, CMake, MATLAB, Makefile, C, Shell, QMake, M",0,9,1,0,0,145161,5,35,0,0
Data Engineer,yanxg,black,https://github.com/yanxg/black,"Python, Vim Script, Jupyter Notebook, Dockerfile",0,30,0,0,0,6768,5,35,8,0
Data Engineer,yanxg,Book4_Power-of-Matrix,https://github.com/yanxg/Book4_Power-of-Matrix,Python,0,1,0,0,0,359443,5,35,0,0
Data Engineer,yanxg,BookCode,https://github.com/yanxg/BookCode,Python,0,1,0,0,0,9150,5,35,0,0
Data Engineer,yanxg,bookdown,https://github.com/yanxg/bookdown,"JavaScript, R, CSS, TeX, HTML, Lua, Shell, Makefile",0,30,0,0,0,17597,5,35,8,0
Data Engineer,yanxg,BricksLLM,https://github.com/yanxg/BricksLLM,"Go, Shell",0,5,0,0,0,618,5,35,0,0
Data Engineer,yanxg,bsuite,https://github.com/yanxg/bsuite,"Python, TeX, Jupyter Notebook, Shell",0,3,0,0,0,1959,5,35,0,0
Data Engineer,yanxg,build-your-own-x,https://github.com/yanxg/build-your-own-x,,0,30,0,0,0,1005,5,35,8,0
Data Engineer,yanxg,C-OCR,https://github.com/yanxg/C-OCR,Java,0,1,0,0,0,1987,5,35,0,0
Data Engineer,yanxg,chakra-ui,https://github.com/yanxg/chakra-ui,"TypeScript, MDX, JavaScript, Shell",0,30,0,0,0,127997,5,35,8,0
Data Engineer,yanxg,chat-langchain,https://github.com/yanxg/chat-langchain,"Python, HTML, Shell, Makefile",0,6,0,0,0,299,5,35,0,0
Data Engineer,yanxg,chat-ui,https://github.com/yanxg/chat-ui,"TypeScript, Svelte, JavaScript, HTML, Dockerfile, Shell, CSS",0,30,0,0,0,3014,5,35,8,0
Data Engineer,yanxg,Chat2DB,https://github.com/yanxg/Chat2DB,"Java, TypeScript, HTML, Less, JavaScript, Shell, EJS, Dockerfile",0,24,0,0,0,17249,5,35,8,0
Data Engineer,yanxg,chatbot-ui,https://github.com/yanxg/chatbot-ui,"TypeScript, PLpgSQL, CSS, JavaScript, Shell",0,1,0,0,0,2156,5,35,0,0
Data Engineer,yanxg,ChatDev,https://github.com/yanxg/ChatDev,"Python, JavaScript, CSS, HTML",0,3,0,0,0,29307,5,35,0,0
Data Engineer,yanxg,ChatGLM3,https://github.com/yanxg/ChatGLM3,"Python, Jupyter Notebook, Shell",0,23,0,0,0,17506,5,35,8,0
Data Engineer,yanxg,ChatGPT-Admin-Web,https://github.com/yanxg/ChatGPT-Admin-Web,"TypeScript, SCSS, JavaScript, Dockerfile, CSS, Shell",0,8,0,0,0,29393,5,35,0,0
Data Engineer,yanxg,ChatGPT-Midjourney,https://github.com/yanxg/ChatGPT-Midjourney,"TypeScript, SCSS, JavaScript, Shell, Dockerfile",0,4,0,0,0,2491,5,35,0,0
Data Engineer,yanxg,ChatGPT-Next-Web,https://github.com/yanxg/ChatGPT-Next-Web,"TypeScript, SCSS, JavaScript, Shell, Dockerfile, Rust",0,30,0,0,0,6204,5,35,8,0
Data Engineer,yanxg,chatgpt-on-wechat,https://github.com/yanxg/chatgpt-on-wechat,"Python, Shell, Dockerfile",0,30,0,0,0,3769,5,35,8,0
Data Engineer,yanxg,chatgpt-retrieval,https://github.com/yanxg/chatgpt-retrieval,Python,0,3,0,0,0,25,5,35,0,0
Data Engineer,yanxg,cheatsheets,https://github.com/yanxg/cheatsheets,"TeX, R, JavaScript, CSS, HTML, SCSS, Python",0,30,0,0,0,889069,5,35,8,0
Data Engineer,dataengineercafe,airflow-on-k8s,https://github.com/dataengineercafe/airflow-on-k8s,"Python, Shell",1,1,2,0,0,29,16,0,0,0
Data Engineer,dataengineercafe,data-engineer-roadmap,https://github.com/dataengineercafe/data-engineer-roadmap,,0,3,0,0,0,3605,16,0,0,0
Data Engineer,dataengineercafe,data-engineering-bootcamp,https://github.com/dataengineercafe/data-engineering-bootcamp,"Python, HCL, Shell, Dockerfile, Makefile",0,2,0,0,0,9235,16,0,0,0
Data Engineer,dataengineercafe,dataengineercafe.github.io,https://github.com/dataengineercafe/dataengineercafe.github.io,HTML,1,1,1,0,0,2,16,0,0,0
Data Engineer,dataengineercafe,intro-to-dagster,https://github.com/dataengineercafe/intro-to-dagster,,0,1,1,0,0,356,16,0,0,0
Data Engineer,dataengineercafe,streaming-data-pipeline-with-kafka,https://github.com/dataengineercafe/streaming-data-pipeline-with-kafka,"Python, JavaScript, HTML, Java, Shell",3,2,2,11,0,112,16,0,9,1
Data Engineer,dataengineercafe,thailand-province-latitude-longitude,https://github.com/dataengineercafe/thailand-province-latitude-longitude,,2,1,2,0,0,251,16,0,0,0
Data Engineer,dataengineercafe,thailand-province-to-postcode,https://github.com/dataengineercafe/thailand-province-to-postcode,,0,1,1,0,0,3,16,0,0,0
Data Engineer,HarunMbaabu,100-Days-Of-JavaScript-Boot-Camp-By-Lux-Academy,https://github.com/HarunMbaabu/100-Days-Of-JavaScript-Boot-Camp-By-Lux-Academy,"CSS, HTML, JavaScript",7,1,0,0,30,9843,784,1,5,0
Data Engineer,HarunMbaabu,2020-Job-Resume,https://github.com/HarunMbaabu/2020-Job-Resume,"CSS, HTML, JavaScript",2,1,1,0,5,6909,784,1,0,0
Data Engineer,HarunMbaabu,2022-Python3-Essentials-Bootcamp-Curriculum,https://github.com/HarunMbaabu/2022-Python3-Essentials-Bootcamp-Curriculum,,4,1,1,0,19,28,784,1,5,0
Data Engineer,HarunMbaabu,Adding-Storyblok-to-NextJS-like-a-Pro,https://github.com/HarunMbaabu/Adding-Storyblok-to-NextJS-like-a-Pro,"JavaScript, CSS",22,1,1,0,18,93,784,1,1,1
Data Engineer,HarunMbaabu,Airflow-Starter-Project,https://github.com/HarunMbaabu/Airflow-Starter-Project,Python,1,1,1,0,3,16,784,1,0,0
Data Engineer,HarunMbaabu,AIRPLANE_DETECTION_FOR_SATELLITES,https://github.com/HarunMbaabu/AIRPLANE_DETECTION_FOR_SATELLITES,Python,2,1,1,0,2,2060,784,1,0,0
Data Engineer,HarunMbaabu,AUTO-EDA,https://github.com/HarunMbaabu/AUTO-EDA,Python,12,1,2,0,13,80,784,1,5,0
Data Engineer,HarunMbaabu,Awesome-Analytics-Engineering,https://github.com/HarunMbaabu/Awesome-Analytics-Engineering,,25,1,1,0,28,76,784,1,1,1
Data Engineer,HarunMbaabu,awesome-analytics-engineering-1,https://github.com/HarunMbaabu/awesome-analytics-engineering-1,,0,1,0,0,0,12,784,1,0,0
Data Engineer,HarunMbaabu,Basics-Of-Computer-Programming,https://github.com/HarunMbaabu/Basics-Of-Computer-Programming,,30,2,2,0,5,21,784,1,1,1
Data Engineer,HarunMbaabu,beyonic-python,https://github.com/HarunMbaabu/beyonic-python,"HTML, Python, JavaScript, CSS",0,7,0,0,0,1005,784,1,0,0
Data Engineer,HarunMbaabu,BeyonicAPI-Python-Examples,https://github.com/HarunMbaabu/BeyonicAPI-Python-Examples,"Python, HTML, Dockerfile",30,1,1,0,30,1352,784,1,1,1
Data Engineer,HarunMbaabu,BLOG-Django-2.2-blog,https://github.com/HarunMbaabu/BLOG-Django-2.2-blog,"Python, HTML",3,1,2,0,6,27,784,1,0,0
Data Engineer,HarunMbaabu,Calc-Project-JavaScript-BootCamp,https://github.com/HarunMbaabu/Calc-Project-JavaScript-BootCamp,"CSS, HTML",2,1,1,0,2,2,784,1,0,0
Data Engineer,HarunMbaabu,Clean-JavaScript-Code,https://github.com/HarunMbaabu/Clean-JavaScript-Code,,17,1,1,0,7,156,784,1,0,0
Data Engineer,HarunMbaabu,Complete-Guide-for-SDE-Preparation-Sheet,https://github.com/HarunMbaabu/Complete-Guide-for-SDE-Preparation-Sheet,,4,1,1,0,2,1,784,1,0,0
Data Engineer,HarunMbaabu,covid-19-estimator,https://github.com/HarunMbaabu/covid-19-estimator,"JavaScript, HTML, CSS",1,1,2,14,4,2538,784,1,9,1
Data Engineer,HarunMbaabu,Craigslist-Used-Vehicles--Time-Series-Project,https://github.com/HarunMbaabu/Craigslist-Used-Vehicles--Time-Series-Project,Jupyter Notebook,2,1,1,0,22,24568,784,1,5,0
Data Engineer,HarunMbaabu,Credit-Risk-Analysis,https://github.com/HarunMbaabu/Credit-Risk-Analysis,Jupyter Notebook,0,1,1,0,4,19846,784,1,0,0
Data Engineer,HarunMbaabu,Data-Analyst-Assessment,https://github.com/HarunMbaabu/Data-Analyst-Assessment,Jupyter Notebook,2,1,1,0,1,1902,784,1,0,0
Data Engineer,HarunMbaabu,Data-Build-Tool-Ultimate-Guide,https://github.com/HarunMbaabu/Data-Build-Tool-Ultimate-Guide,,6,1,1,0,2,3,784,1,0,0
Data Engineer,HarunMbaabu,Data-Cleaning-With-Python,https://github.com/HarunMbaabu/Data-Cleaning-With-Python,Python,23,1,1,0,27,3617,784,1,1,1
Data Engineer,HarunMbaabu,Data-Processing-With-Python-Guide,https://github.com/HarunMbaabu/Data-Processing-With-Python-Guide,Jupyter Notebook,20,0,1,0,0,56,784,1,0,0
Data Engineer,HarunMbaabu,Data-Science-challenge-101,https://github.com/HarunMbaabu/Data-Science-challenge-101,Jupyter Notebook,2,1,0,0,4,5,784,1,0,0
Data Engineer,HarunMbaabu,Data-Science-East-Africa-Boot-Camp,https://github.com/HarunMbaabu/Data-Science-East-Africa-Boot-Camp,,1,1,1,0,2,2650,784,1,0,0
Data Engineer,HarunMbaabu,Data-Science-East-Africa-Python-101-By-Harun,https://github.com/HarunMbaabu/Data-Science-East-Africa-Python-101-By-Harun,Jupyter Notebook,2,1,1,0,1,47,784,1,0,0
Data Engineer,HarunMbaabu,Data-Science-For-EveryOne,https://github.com/HarunMbaabu/Data-Science-For-EveryOne,Jupyter Notebook,30,3,8,0,27,30147,784,1,1,1
Data Engineer,HarunMbaabu,Data-Science-in-Action-DSAIC-Hands-on-Hackathon-Experience,https://github.com/HarunMbaabu/Data-Science-in-Action-DSAIC-Hands-on-Hackathon-Experience,,2,0,1,0,0,0,784,1,0,0
Data Engineer,HarunMbaabu,Data-Science-Ultimate-Guide,https://github.com/HarunMbaabu/Data-Science-Ultimate-Guide,"Jupyter Notebook, Python",8,0,1,0,0,6350,784,1,0,0
Data Engineer,HarunMbaabu,data-streaming-with-kafka-confluent,https://github.com/HarunMbaabu/data-streaming-with-kafka-confluent,Python,1,1,1,0,4,3,784,1,0,0
Data Engineer,HarunMbaabu,Data-Structures-and-Algorithms,https://github.com/HarunMbaabu/Data-Structures-and-Algorithms,Python,23,1,1,0,14,24,784,1,1,1
Data Engineer,HarunMbaabu,DataScience-and-Machine-Laerning-at-MurangaUniversity-of-Technology.-,https://github.com/HarunMbaabu/DataScience-and-Machine-Laerning-at-MurangaUniversity-of-Technology.-,,4,1,1,0,14,15298,784,1,5,0
Data Engineer,HarunMbaabu,DataScience-East-Africa-UI,https://github.com/HarunMbaabu/DataScience-East-Africa-UI,"CSS, HTML, JavaScript",1,1,1,0,13,534,784,1,0,0
Data Engineer,HarunMbaabu,Deploy-Machine-Learning-Model-WIth-Flask-and-Deta-Space,https://github.com/HarunMbaabu/Deploy-Machine-Learning-Model-WIth-Flask-and-Deta-Space,Python,17,1,1,0,3,526,784,1,0,0
Data Engineer,HarunMbaabu,Deploying-ML-Model-Using-Flask,https://github.com/HarunMbaabu/Deploying-ML-Model-Using-Flask,Jupyter Notebook,2,1,1,0,1,177,784,1,0,0
Data Engineer,HarunMbaabu,Design-and-analysis-of-algorithms-assignment,https://github.com/HarunMbaabu/Design-and-analysis-of-algorithms-assignment,"C, C++",2,1,1,0,2,7,784,1,0,0
Data Engineer,HarunMbaabu,Detecting-Malaria-With-Machine-Learning,https://github.com/HarunMbaabu/Detecting-Malaria-With-Machine-Learning,Python,1,1,1,0,2,147,784,1,0,0
Data Engineer,HarunMbaabu,Digital-4-Africa-Big-Data-Course,https://github.com/HarunMbaabu/Digital-4-Africa-Big-Data-Course,Jupyter Notebook,0,0,2,0,0,176,784,1,0,0
Data Engineer,HarunMbaabu,Django-Instagram-clone,https://github.com/HarunMbaabu/Django-Instagram-clone,"Python, JavaScript, HTML, CSS, Shell, Procfile",10,2,1,1,14,13831,784,1,5,0
Data Engineer,HarunMbaabu,Events-Notes-slides,https://github.com/HarunMbaabu/Events-Notes-slides,,2,1,1,0,8,29625,784,1,0,0
Data Engineer,HarunMbaabu,Exploratory-Data-Analysis-EDA-using-Python,https://github.com/HarunMbaabu/Exploratory-Data-Analysis-EDA-using-Python,,2,1,1,0,16,20,784,1,5,0
Data Engineer,HarunMbaabu,Factorial-using-C-.,https://github.com/HarunMbaabu/Factorial-using-C-.,C++,4,1,1,2,1,3,784,1,0,0
Data Engineer,HarunMbaabu,Fake-News-Detection-Python-Project,https://github.com/HarunMbaabu/Fake-News-Detection-Python-Project,Jupyter Notebook,1,1,1,0,4,11606,784,1,0,0
Data Engineer,HarunMbaabu,Fast-API-and-Docker-BootCamp,https://github.com/HarunMbaabu/Fast-API-and-Docker-BootCamp,"Python, Dockerfile",27,1,4,0,19,36,784,1,1,1
Data Engineer,HarunMbaabu,FastAPI-Projects-Demos,https://github.com/HarunMbaabu/FastAPI-Projects-Demos,Python,1,1,1,0,6,25,784,1,0,0
Data Engineer,HarunMbaabu,FASTAPI-Resources,https://github.com/HarunMbaabu/FASTAPI-Resources,"Python, Shell, PowerShell",1,1,1,0,7,15749,784,1,0,0
Data Engineer,HarunMbaabu,Flask-and-Docker-Application-Demo,https://github.com/HarunMbaabu/Flask-and-Docker-Application-Demo,"Python, Dockerfile",13,1,1,0,26,10042,784,1,5,0
Data Engineer,HarunMbaabu,flask-MySql,https://github.com/HarunMbaabu/flask-MySql,"Python, HTML",1,1,1,0,3,2,784,1,0,0
Data Engineer,HarunMbaabu,Flask_voting_app,https://github.com/HarunMbaabu/Flask_voting_app,"HTML, Python, JavaScript",4,1,2,0,3,7,784,1,0,0
Data Engineer,HarunMbaabu,Full-Stack-In-Flask,https://github.com/HarunMbaabu/Full-Stack-In-Flask,"HTML, Python",3,1,1,0,25,1731,784,1,5,0
Data Engineer,HarunMbaabu,General-IPD-Data,https://github.com/HarunMbaabu/General-IPD-Data,"Jupyter Notebook, Python, CSS",1,1,1,0,2,18424,784,1,0,0
Data Engineer,HarunMbaabu,Geo-Search--DevC-program,https://github.com/HarunMbaabu/Geo-Search--DevC-program,,3,0,1,0,0,0,784,1,0,0
Data Engineer,HarunMbaabu,Getting-started-with-react-and-docker,https://github.com/HarunMbaabu/Getting-started-with-react-and-docker,"JavaScript, HTML, CSS",0,1,1,0,13,424,784,1,0,0
Data Engineer,HarunMbaabu,glo-prod-project,https://github.com/HarunMbaabu/glo-prod-project,"Python, HTML",0,1,1,0,2,41,784,1,0,0
Data Engineer,HarunMbaabu,Graph-in-Python,https://github.com/HarunMbaabu/Graph-in-Python,Python,2,1,1,0,8,16,784,1,0,0
Data Engineer,HarunMbaabu,Guide-to-Acing-SQL-Interviews,https://github.com/HarunMbaabu/Guide-to-Acing-SQL-Interviews,,4,1,1,0,20,1524,784,1,5,0
Data Engineer,HarunMbaabu,HarunMbaabu,https://github.com/HarunMbaabu/HarunMbaabu,,2,1,1,0,30,40,784,1,5,0
Data Engineer,HarunMbaabu,Harun_MbaabuFlak_resume.,https://github.com/HarunMbaabu/Harun_MbaabuFlak_resume.,"HTML, Python",3,1,1,0,1,7969,784,1,0,0
Data Engineer,HarunMbaabu,House-Price-Prediction-Using-Flask,https://github.com/HarunMbaabu/House-Price-Prediction-Using-Flask,"Jupyter Notebook, HTML, Python",0,2,1,0,1,223,784,1,0,0
Data Engineer,HarunMbaabu,JavaScript-2021,https://github.com/HarunMbaabu/JavaScript-2021,JavaScript,4,1,1,0,9,219,784,1,0,0
Data Engineer,HarunMbaabu,JavaScript-Boot-Camp-assessment-,https://github.com/HarunMbaabu/JavaScript-Boot-Camp-assessment-,JavaScript,1,1,1,0,7,53,784,1,0,0
Data Engineer,HarunMbaabu,Javascript-chaos-game,https://github.com/HarunMbaabu/Javascript-chaos-game,"JavaScript, HTML, CSS",3,1,2,0,5,7,784,1,0,0
Data Engineer,HarunMbaabu,JavaScript-Queue-Data-Structure,https://github.com/HarunMbaabu/JavaScript-Queue-Data-Structure,JavaScript,1,1,1,0,18,463,784,1,5,0
Data Engineer,HarunMbaabu,JavaScriptCheatSheet,https://github.com/HarunMbaabu/JavaScriptCheatSheet,JavaScript,2,1,1,0,3,83,784,1,0,0
Data Engineer,HarunMbaabu,Login-System-with-Python-Flask-and-MySQL,https://github.com/HarunMbaabu/Login-System-with-Python-Flask-and-MySQL,"Python, HTML, CSS",30,4,6,0,17,1098,784,1,1,1
Data Engineer,HarunMbaabu,Lux-Academy,https://github.com/HarunMbaabu/Lux-Academy,"CSS, HTML",3,1,0,0,16,6179,784,1,5,0
